   35.5000    0.0000000    0.0000000
   35.6000    0.0000000    0.0000000
   35.7000    0.0000000    0.0000000
   35.8000    0.0000000    0.0000000
   35.9000    0.0000000    0.0000000
   36.0000    0.0000000    0.0000000
   36.1000    0.0000000    0.0000000
   36.2000    0.0000000    0.0000000
   36.3000    0.0000000    0.0000000
   36.4000    0.0000000    0.0000000
   36.5000    0.0000000    0.0000000
   36.6000    0.0000000    0.0000000
   36.7000    0.0000000    0.0000000
   36.8000    0.0000000    0.0000000
   36.9000    0.0000000    0.0000000
   37.0000    0.0000000    0.0000000
   37.1000    0.0000000    0.0000000
   37.2000    0.0000000    0.0000000
   37.3000    0.0000000    0.0000000
   37.4000    0.0000000    0.0000000
   37.5000    0.0000000    0.0000000
   37.6000    0.0000000    0.0000000
   37.7000    0.0000000    0.0000000
   37.8000    0.0000000    0.0000000
   37.9000    0.0000000    0.0000000
   38.0000    0.0000000    0.0000000
   38.1000    0.0000000    0.0000000
   38.2000    0.0000000    0.0000000
   38.3000    0.0000000    0.0000000
   38.4000    0.0000000    0.0000000
   38.5000    0.0000000    0.0000000
   38.6000    0.0000000    0.0000000
   38.7000    0.0000000    0.0000000
   38.8000    0.0000000    0.0000000
   38.9000    0.0000000    0.0000000
   39.0000    0.0000000    0.0000000
   39.1000    0.0000000    0.0000000
   39.2000    0.0000000    0.0000000
   39.3000    0.0000000    0.0000000
   39.4000    0.0000000    0.0000000
   39.5000    0.0000000    0.0000000
   39.6000    0.0000000    0.0000000
   39.7000    0.0000000    0.0000000
   39.8000    0.0000000    0.0000000
   39.9000    0.0000000    0.0000000
